"age","job","marital","education","default_credit","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","term_deposit_subscribed"
"Workforce","technician","married","tertiary","no",133,"no","no","cellular",4,"aug",155,1,-1,0,"unknown","no"
"Workforce","housemaid","married","primary","yes",42,"no","no","cellular",28,"aug",81,4,-1,0,"unknown","no"
"Workforce","management","married","unknown","no",3053,"no","no","unknown",19,"jun",178,1,-1,0,"unknown","no"
"Youth","entrepreneur","married","secondary","no",2,"yes","yes","cellular",19,"nov",17,5,198,1,"failure","no"
"Workforce","unemployed","married","primary","no",845,"no","no","cellular",29,"jul",123,2,-1,0,"unknown","no"
"Workforce","services","married","unknown","no",790,"no","no","cellular",2,"feb",126,1,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",359,"yes","no","cellular",17,"apr",210,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",967,"no","no","cellular",29,"jan",153,2,-1,0,"unknown","no"
"Youth","entrepreneur","single","tertiary","yes",-405,"yes","yes","cellular",13,"aug",703,2,-1,0,"unknown","yes"
"Workforce","admin.","married","secondary","no",973,"yes","no","cellular",2,"sep",172,4,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",145,"no","no","unknown",17,"jun",255,1,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",5,"no","no","unknown",12,"may",413,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",799,"no","no","cellular",25,"aug",67,4,-1,0,"unknown","no"
"Youth","technician","single","tertiary","no",514,"yes","yes","cellular",7,"may",138,1,168,1,"failure","no"
"Workforce","technician","divorced","primary","no",-834,"yes","yes","cellular",8,"jul",130,1,-1,0,"unknown","no"
"Retired","retired","married","tertiary","no",0,"no","no","cellular",17,"aug",286,1,-1,0,"unknown","yes"
"Youth","technician","married","secondary","no",1,"no","yes","unknown",25,"jun",53,1,-1,0,"unknown","no"
"Workforce","unemployed","married","secondary","no",4969,"yes","no","cellular",6,"may",169,1,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",1224,"yes","yes","cellular",24,"jul",1441,2,-1,0,"unknown","yes"
"Workforce","unemployed","married","tertiary","no",1449,"no","no","unknown",26,"may",535,6,-1,0,"unknown","no"
"Workforce","retired","married","primary","no",340,"yes","no","cellular",21,"jul",1220,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",384,"yes","no","cellular",12,"may",30,7,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",1289,"yes","no","cellular",12,"aug",264,3,-1,0,"unknown","no"
"Youth","self-employed","married","secondary","no",123,"no","yes","cellular",22,"oct",247,1,184,3,"success","yes"
"Youth","blue-collar","married","secondary","no",2577,"yes","no","unknown",13,"may",611,2,-1,0,"unknown","no"
"Youth","services","married","secondary","no",38,"yes","no","cellular",18,"may",16,5,355,3,"unknown","no"
"Youth","admin.","single","secondary","no",555,"yes","no","cellular",9,"sep",344,1,-1,0,"unknown","yes"
"Workforce","technician","married","secondary","no",-475,"yes","no","cellular",10,"jul",234,1,-1,0,"unknown","no"
"Youth","student","single","secondary","no",689,"no","no","cellular",2,"feb",36,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",3967,"yes","no","cellular",21,"nov",859,1,182,1,"failure","no"
"Youth","management","single","tertiary","no",1475,"yes","yes","unknown",2,"jun",76,1,-1,0,"unknown","no"
"Workforce","admin.","single","secondary","no",-247,"yes","yes","telephone",21,"oct",519,1,166,1,"unknown","yes"
"Workforce","technician","married","tertiary","no",0,"no","no","cellular",28,"aug",13,17,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",421,"no","yes","unknown",30,"may",381,2,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",910,"no","no","cellular",17,"nov",156,1,-1,0,"unknown","no"
"Workforce","unemployed","married","secondary","no",1218,"no","no","cellular",4,"aug",198,1,-1,0,"unknown","no"
"Workforce","retired","married","primary","no",90,"yes","no","unknown",27,"may",144,1,-1,0,"unknown","no"
"Workforce","entrepreneur","married","secondary","no",111,"yes","no","cellular",20,"nov",600,3,189,2,"failure","no"
"Retired","technician","married","secondary","no",0,"no","no","cellular",19,"aug",83,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","unknown","no",1463,"no","no","cellular",8,"aug",163,2,-1,0,"unknown","no"
"Workforce","technician","married","primary","no",202,"no","yes","unknown",19,"jun",60,1,-1,0,"unknown","no"
"Youth","technician","single","tertiary","no",14054,"no","no","cellular",23,"jul",178,1,-1,0,"unknown","no"
"Workforce","retired","married","primary","no",741,"no","no","unknown",20,"jun",81,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",-287,"yes","no","cellular",13,"may",201,1,348,3,"failure","no"
"Youth","services","married","secondary","no",293,"yes","no","cellular",20,"nov",834,3,-1,0,"unknown","no"
"Workforce","blue-collar","divorced","primary","no",380,"yes","no","unknown",14,"may",349,2,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",0,"yes","no","cellular",7,"may",831,4,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",1077,"no","no","cellular",5,"aug",200,1,717,4,"failure","no"
"Workforce","technician","married","secondary","no",-1944,"yes","no","cellular",7,"may",623,1,-1,0,"unknown","yes"
"Workforce","management","divorced","tertiary","no",0,"no","yes","cellular",22,"jul",176,4,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",263,"yes","no","unknown",21,"may",206,3,-1,0,"unknown","no"
"Workforce","admin.","divorced","secondary","no",2515,"yes","yes","unknown",15,"may",65,1,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",5731,"yes","no","unknown",20,"may",175,2,-1,0,"unknown","no"
"Workforce","housemaid","married","secondary","no",1103,"no","no","cellular",22,"jul",274,6,-1,0,"unknown","no"
"Workforce","housemaid","married","secondary","no",360,"no","no","cellular",3,"nov",215,1,-1,0,"unknown","yes"
"Youth","technician","married","secondary","no",684,"yes","no","cellular",7,"dec",620,3,-1,0,"unknown","yes"
"Workforce","technician","married","tertiary","no",1092,"yes","no","unknown",21,"may",317,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",552,"yes","no","cellular",12,"may",463,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",7685,"yes","no","cellular",14,"apr",493,3,-1,0,"unknown","no"
"Retired","retired","married","unknown","no",211,"no","no","telephone",22,"apr",195,3,-1,0,"unknown","no"
"Workforce","technician","married","tertiary","no",940,"no","no","cellular",12,"aug",191,7,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",326,"yes","no","cellular",5,"may",788,1,-1,0,"unknown","yes"
"Youth","blue-collar","single","secondary","no",397,"yes","no","telephone",13,"may",134,1,350,7,"failure","no"
"Workforce","blue-collar","divorced","secondary","no",2278,"yes","no","unknown",23,"may",152,2,-1,0,"unknown","no"
"Youth","self-employed","single","tertiary","no",329,"yes","no","cellular",20,"apr",19,7,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",1840,"no","no","cellular",1,"jun",220,1,28,8,"unknown","yes"
"Workforce","management","married","tertiary","no",1836,"no","no","cellular",6,"aug",902,3,-1,0,"unknown","yes"
"Youth","entrepreneur","married","secondary","no",47,"yes","no","unknown",18,"jun",114,4,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",223,"yes","no","unknown",14,"jul",12,3,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",3327,"no","no","telephone",28,"aug",146,19,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",1112,"yes","no","unknown",16,"may",827,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",-179,"yes","no","cellular",30,"jul",335,6,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",-342,"yes","no","unknown",27,"may",110,2,-1,0,"unknown","no"
"Workforce","retired","married","secondary","no",1139,"yes","no","unknown",16,"may",107,6,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",564,"no","yes","cellular",8,"jul",187,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",502,"no","no","cellular",21,"aug",321,2,-1,0,"unknown","no"
"Workforce","entrepreneur","married","secondary","no",583,"yes","no","cellular",2,"feb",495,1,258,2,"failure","no"
"Workforce","admin.","married","secondary","no",220,"yes","no","unknown",30,"jun",69,3,-1,0,"unknown","no"
"Retired","retired","divorced","secondary","no",4833,"no","no","cellular",20,"oct",621,1,181,3,"failure","yes"
"Youth","technician","single","secondary","no",27,"no","no","cellular",12,"aug",256,9,-1,0,"unknown","no"
"Workforce","technician","divorced","tertiary","no",0,"no","no","cellular",19,"aug",68,2,-1,0,"unknown","no"
"Workforce","technician","divorced","unknown","no",103,"no","no","unknown",19,"may",158,5,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",2851,"yes","yes","cellular",15,"may",77,4,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",1590,"yes","no","cellular",15,"jul",59,2,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",361,"yes","yes","cellular",28,"jul",819,3,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",64,"no","yes","cellular",25,"jul",263,6,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",124,"yes","no","unknown",12,"may",57,8,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",614,"yes","no","unknown",20,"may",116,1,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",2,"yes","yes","cellular",6,"may",554,2,356,1,"failure","yes"
"Workforce","services","single","tertiary","no",718,"no","no","unknown",17,"jun",43,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",15,"yes","yes","cellular",20,"apr",136,3,-1,0,"unknown","no"
"Workforce","services","married","unknown","no",442,"yes","no","cellular",12,"aug",166,1,36,2,"unknown","no"
"Youth","services","single","secondary","no",2273,"no","yes","cellular",2,"jul",98,1,-1,0,"unknown","no"
"Youth","services","married","secondary","no",-331,"yes","no","unknown",23,"may",203,5,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",268,"yes","no","cellular",28,"jul",458,7,-1,0,"unknown","yes"
"Youth","student","single","secondary","no",330,"yes","no","cellular",18,"may",105,1,-1,0,"unknown","no"
"Youth","services","single","secondary","no",2992,"yes","no","cellular",30,"jan",337,4,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",118,"yes","no","unknown",16,"may",270,1,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",-92,"yes","no","cellular",17,"apr",873,1,-1,0,"unknown","no"
"Workforce","admin.","married","unknown","no",283,"no","yes","unknown",17,"nov",300,1,-1,0,"unknown","no"
"Workforce","technician","married","tertiary","no",0,"yes","no","cellular",25,"aug",484,4,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",270,"yes","yes","unknown",6,"may",159,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",277,"no","no","unknown",20,"jun",9,13,-1,0,"unknown","no"
"Workforce","unemployed","married","secondary","no",0,"no","no","unknown",19,"jun",284,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",687,"no","no","cellular",11,"aug",667,2,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",598,"no","no","cellular",11,"nov",406,1,195,1,"failure","yes"
"Youth","technician","single","secondary","no",125,"no","no","cellular",22,"aug",78,2,-1,0,"unknown","no"
"Workforce","blue-collar","divorced","secondary","no",-239,"yes","no","unknown",27,"may",111,3,-1,0,"unknown","no"
"Youth","student","single","secondary","no",557,"no","no","cellular",31,"aug",197,2,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",3654,"no","no","cellular",29,"oct",215,2,78,2,"unknown","yes"
"Workforce","blue-collar","married","primary","no",421,"yes","yes","unknown",5,"jun",52,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",4928,"yes","no","unknown",15,"may",738,7,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",265,"yes","no","cellular",8,"may",144,2,368,1,"failure","no"
"Youth","student","single","tertiary","no",1592,"no","no","cellular",16,"aug",98,3,111,5,"unknown","no"
"Workforce","technician","single","tertiary","no",1026,"no","no","cellular",29,"aug",59,6,-1,0,"unknown","no"
"Workforce","management","divorced","tertiary","no",318,"yes","no","cellular",6,"may",102,2,355,2,"failure","no"
"Workforce","management","divorced","secondary","no",-626,"yes","no","cellular",7,"jul",140,4,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",90,"yes","no","unknown",7,"may",127,1,-1,0,"unknown","no"
"Workforce","retired","married","secondary","no",789,"no","no","unknown",19,"jun",2635,3,-1,0,"unknown","no"
"Workforce","technician","married","secondary","no",-421,"yes","no","unknown",6,"may",183,5,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",2440,"no","no","cellular",6,"nov",312,1,-1,0,"unknown","no"
"Workforce","admin.","divorced","secondary","no",228,"yes","no","unknown",6,"may",136,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",1311,"yes","no","cellular",8,"may",813,1,-1,0,"unknown","yes"
"Workforce","retired","single","primary","no",0,"no","no","cellular",8,"may",239,1,368,2,"failure","no"
"Workforce","blue-collar","married","secondary","no",698,"no","no","unknown",5,"jun",729,2,-1,0,"unknown","no"
"Youth","admin.","single","secondary","no",1992,"no","no","cellular",8,"jul",202,1,87,2,"failure","no"
"Workforce","management","married","tertiary","no",474,"yes","yes","cellular",2,"feb",190,4,264,4,"failure","no"
"Workforce","technician","married","tertiary","no",655,"yes","yes","cellular",8,"apr",326,1,-1,0,"unknown","no"
"Workforce","technician","single","tertiary","no",135,"no","no","cellular",6,"aug",384,2,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",154,"yes","no","cellular",18,"may",1010,2,356,2,"failure","no"
"Workforce","housemaid","married","secondary","no",327,"no","no","cellular",14,"aug",110,1,-1,0,"unknown","no"
"Workforce","admin.","divorced","secondary","no",-349,"yes","no","unknown",5,"may",611,2,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",1854,"yes","yes","cellular",7,"may",166,3,338,2,"failure","no"
"Workforce","self-employed","married","secondary","no",167,"yes","yes","cellular",8,"may",380,4,295,1,"failure","no"
"Workforce","blue-collar","married","primary","no",977,"no","yes","telephone",2,"feb",436,3,-1,0,"unknown","yes"
"Workforce","services","married","secondary","no",895,"yes","yes","cellular",4,"feb",219,2,245,1,"failure","no"
"Workforce","services","married","tertiary","no",12223,"yes","no","cellular",19,"nov",36,1,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",1746,"yes","no","unknown",26,"may",152,2,-1,0,"unknown","no"
"Workforce","admin.","divorced","unknown","no",789,"yes","no","unknown",13,"may",434,2,-1,0,"unknown","no"
"Youth","admin.","married","secondary","no",299,"yes","no","unknown",19,"jun",104,1,-1,0,"unknown","no"
"Youth","admin.","single","tertiary","no",41,"yes","no","cellular",15,"feb",68,4,186,2,"success","no"
"Youth","management","single","tertiary","no",74,"no","no","cellular",6,"aug",174,1,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",736,"yes","no","unknown",23,"may",700,3,-1,0,"unknown","no"
"Youth","blue-collar","married","unknown","no",52,"yes","no","unknown",13,"may",226,1,-1,0,"unknown","no"
"Workforce","technician","single","tertiary","no",110,"no","no","unknown",17,"jun",1051,3,-1,0,"unknown","yes"
"Youth","services","married","secondary","no",135,"yes","no","cellular",18,"nov",109,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",136,"yes","yes","unknown",20,"may",347,6,-1,0,"unknown","no"
"Workforce","management","single","tertiary","no",8106,"no","no","unknown",17,"nov",125,1,111,3,"failure","no"
"Workforce","housemaid","married","primary","no",3283,"no","no","unknown",11,"jun",553,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",489,"yes","no","cellular",7,"aug",205,5,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",530,"no","yes","telephone",18,"jul",744,4,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",73,"no","no","unknown",17,"jun",116,1,-1,0,"unknown","no"
"Workforce","technician","married","tertiary","no",-369,"yes","yes","cellular",6,"feb",339,4,-1,0,"unknown","no"
"Youth","admin.","married","secondary","no",436,"yes","no","cellular",21,"jul",410,1,-1,0,"unknown","no"
"Youth","admin.","single","tertiary","no",407,"yes","no","unknown",3,"jun",579,1,-1,0,"unknown","no"
"Youth","student","single","secondary","no",1234,"no","no","cellular",21,"jul",314,1,156,2,"success","yes"
"Youth","management","married","tertiary","no",3713,"yes","no","cellular",20,"nov",175,1,-1,0,"unknown","no"
"Workforce","retired","married","tertiary","no",2269,"no","no","unknown",20,"jun",1210,1,-1,0,"unknown","yes"
"Workforce","services","divorced","secondary","no",935,"no","no","cellular",14,"jul",65,2,-1,0,"unknown","no"
"Youth","blue-collar","single","primary","no",-35,"no","no","cellular",16,"jul",243,1,-1,0,"unknown","no"
"Youth","entrepreneur","married","tertiary","no",312,"no","no","cellular",29,"jan",468,2,-1,0,"unknown","no"
"Retired","retired","married","tertiary","no",473,"no","no","cellular",20,"apr",333,1,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",0,"yes","no","unknown",13,"may",309,2,-1,0,"unknown","no"
"Workforce","technician","divorced","secondary","no",129,"no","no","unknown",25,"jun",75,2,-1,0,"unknown","no"
"Youth","housemaid","married","secondary","no",3902,"yes","no","cellular",21,"jul",78,4,-1,0,"unknown","no"
"Workforce","housemaid","married","primary","no",39,"no","no","unknown",9,"jun",74,2,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",276,"no","no","cellular",9,"jun",334,2,-1,0,"unknown","yes"
"Workforce","technician","married","secondary","no",1541,"yes","no","unknown",29,"may",744,1,-1,0,"unknown","no"
"Retired","retired","married","primary","no",1765,"no","no","telephone",11,"mar",282,2,181,2,"success","no"
"Workforce","management","married","tertiary","no",2428,"yes","no","cellular",21,"nov",294,1,116,3,"failure","no"
"Workforce","technician","married","tertiary","no",491,"yes","no","unknown",8,"may",103,3,-1,0,"unknown","no"
"Workforce","admin.","married","unknown","yes",-12,"no","no","cellular",20,"aug",18,7,-1,0,"unknown","no"
"Youth","entrepreneur","married","secondary","no",3994,"no","yes","cellular",28,"jul",188,3,-1,0,"unknown","no"
"Youth","admin.","married","secondary","no",0,"no","no","cellular",17,"jul",80,5,-1,0,"unknown","no"
"Youth","technician","married","tertiary","no",636,"yes","no","cellular",28,"aug",370,1,116,4,"success","yes"
"Youth","blue-collar","married","secondary","no",-77,"yes","no","cellular",28,"jul",151,3,-1,0,"unknown","no"
"Workforce","admin.","divorced","secondary","no",181,"yes","no","cellular",7,"may",271,2,-1,0,"unknown","no"
"Workforce","admin.","divorced","secondary","no",308,"yes","no","cellular",4,"feb",197,1,274,1,"failure","no"
"Workforce","retired","single","secondary","no",1640,"no","yes","unknown",6,"may",204,4,-1,0,"unknown","no"
"Youth","technician","divorced","secondary","no",-175,"no","no","telephone",27,"aug",9,15,-1,0,"unknown","no"
"Retired","unknown","married","tertiary","no",2450,"no","no","unknown",9,"jul",297,5,-1,0,"unknown","no"
"Workforce","management","single","tertiary","no",5689,"no","no","cellular",26,"may",527,2,103,1,"success","no"
"Workforce","blue-collar","divorced","secondary","no",388,"no","no","cellular",14,"aug",605,2,-1,0,"unknown","no"
"Workforce","self-employed","married","tertiary","no",2977,"yes","no","cellular",19,"nov",375,1,125,1,"failure","no"
"Workforce","management","married","tertiary","no",63,"yes","no","unknown",21,"may",518,1,-1,0,"unknown","no"
"Youth","student","single","tertiary","no",13887,"no","no","cellular",10,"sep",199,4,-1,0,"unknown","no"
"Youth","services","single","secondary","no",209,"yes","no","cellular",28,"jul",487,7,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",484,"no","no","unknown",9,"may",84,4,-1,0,"unknown","no"
"Workforce","housemaid","married","tertiary","no",0,"yes","no","telephone",7,"may",309,1,-1,0,"unknown","no"
"Workforce","technician","married","tertiary","no",0,"no","no","cellular",25,"aug",540,4,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",728,"yes","no","unknown",12,"jun",410,16,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",5804,"no","no","unknown",24,"jun",56,3,-1,0,"unknown","no"
"Workforce","management","married","secondary","no",3663,"yes","no","cellular",19,"nov",239,1,-1,0,"unknown","no"
"Workforce","blue-collar","single","secondary","no",292,"no","yes","cellular",17,"jul",1153,4,-1,0,"unknown","yes"
"Workforce","management","married","tertiary","no",7485,"no","no","cellular",23,"sep",145,1,779,2,"failure","no"
"Youth","services","married","secondary","no",57,"yes","yes","unknown",21,"may",323,1,-1,0,"unknown","no"
"Youth","blue-collar","married","secondary","no",1470,"yes","no","cellular",12,"may",212,1,-1,0,"unknown","no"
"Youth","unemployed","single","secondary","no",747,"yes","no","cellular",8,"may",130,2,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",37,"no","no","unknown",9,"jun",356,5,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",713,"no","no","cellular",6,"aug",433,3,-1,0,"unknown","no"
"Youth","technician","married","secondary","no",776,"no","no","cellular",30,"apr",861,2,-1,0,"unknown","yes"
"Workforce","blue-collar","married","primary","no",-196,"yes","no","unknown",26,"may",166,2,-1,0,"unknown","no"
"Youth","technician","single","secondary","no",3092,"no","no","cellular",10,"mar",56,2,-1,0,"unknown","no"
"Workforce","entrepreneur","married","tertiary","no",0,"yes","no","cellular",3,"feb",168,3,-1,0,"unknown","no"
"Retired","housemaid","married","primary","no",768,"no","no","cellular",15,"jul",250,2,182,1,"success","no"
"Retired","self-employed","married","tertiary","no",4162,"no","no","cellular",10,"nov",185,1,-1,0,"unknown","no"
"Youth","blue-collar","single","primary","no",551,"no","no","cellular",4,"may",264,3,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",603,"yes","no","cellular",24,"jul",853,2,-1,0,"unknown","yes"
"Youth","blue-collar","married","secondary","no",2254,"yes","no","cellular",20,"nov",89,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",5078,"yes","no","telephone",8,"may",139,1,-1,0,"unknown","no"
"Workforce","admin.","married","secondary","no",47,"yes","yes","cellular",31,"jul",50,11,-1,0,"unknown","no"
"Workforce","services","married","secondary","no",1386,"no","no","unknown",6,"jun",100,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",392,"yes","no","cellular",21,"nov",391,2,127,2,"failure","no"
"Workforce","retired","divorced","primary","no",1174,"yes","no","cellular",18,"nov",245,1,-1,0,"unknown","no"
"Workforce","admin.","single","primary","no",0,"yes","no","cellular",7,"may",176,1,322,5,"unknown","no"
"Retired","retired","married","secondary","no",2722,"no","no","cellular",12,"aug",506,2,-1,0,"unknown","yes"
"Youth","technician","single","secondary","no",1165,"no","no","cellular",4,"jun",204,2,183,3,"success","yes"
"Youth","blue-collar","single","secondary","no",171,"yes","no","unknown",21,"may",151,2,-1,0,"unknown","no"
"Youth","student","single","secondary","no",0,"no","no","cellular",27,"may",107,2,-1,0,"unknown","no"
"Workforce","management","single","tertiary","no",411,"yes","yes","cellular",17,"nov",142,1,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",530,"no","no","cellular",26,"may",88,1,-1,0,"unknown","no"
"Retired","admin.","married","secondary","no",7336,"no","no","cellular",31,"mar",494,1,-1,0,"unknown","no"
"Workforce","services","divorced","secondary","no",15,"no","no","cellular",19,"nov",314,3,-1,0,"unknown","no"
"Retired","retired","married","secondary","no",3579,"no","no","telephone",11,"nov",93,2,-1,0,"unknown","no"
"Youth","admin.","married","secondary","no",2137,"yes","no","unknown",20,"may",124,1,-1,0,"unknown","no"
"Youth","management","single","secondary","no",293,"yes","no","cellular",5,"feb",232,1,253,2,"failure","no"
"Workforce","management","married","secondary","no",2198,"no","no","unknown",16,"jun",418,1,-1,0,"unknown","no"
"Workforce","services","single","secondary","no",739,"no","no","cellular",14,"jan",408,1,-1,0,"unknown","yes"
"Workforce","management","married","secondary","no",-382,"no","no","cellular",31,"jul",644,12,-1,0,"unknown","yes"
"Youth","management","divorced","tertiary","no",1,"yes","no","cellular",5,"may",106,1,362,3,"unknown","no"
"Workforce","admin.","single","secondary","no",13,"no","no","unknown",2,"jun",71,4,-1,0,"unknown","no"
"Workforce","services","divorced","primary","no",1367,"no","no","unknown",9,"jun",144,3,-1,0,"unknown","no"
"Youth","blue-collar","single","secondary","no",2007,"no","no","cellular",13,"oct",194,1,92,5,"success","yes"
"Workforce","blue-collar","married","secondary","no",406,"yes","yes","cellular",7,"aug",253,2,-1,0,"unknown","no"
"Workforce","technician","married","tertiary","no",332,"no","no","cellular",5,"aug",371,3,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",1400,"yes","no","cellular",30,"jan",175,2,2,1,"unknown","no"
"Workforce","services","single","secondary","no",158,"yes","no","cellular",21,"nov",183,1,168,2,"failure","no"
"Workforce","management","single","tertiary","no",124,"yes","no","telephone",24,"jul",308,4,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",12926,"yes","no","unknown",3,"jun",280,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","primary","no",783,"yes","no","cellular",4,"aug",73,1,-1,0,"unknown","no"
"Workforce","self-employed","married","tertiary","no",355,"yes","no","cellular",11,"may",573,1,28,4,"unknown","no"
"Youth","technician","married","secondary","no",0,"no","no","cellular",20,"nov",251,1,-1,0,"unknown","no"
"Workforce","management","married","primary","no",6900,"no","no","cellular",23,"oct",255,4,185,2,"failure","yes"
"Youth","management","single","tertiary","no",4210,"yes","no","cellular",18,"may",119,1,-1,0,"unknown","no"
"Youth","services","divorced","secondary","no",828,"yes","no","cellular",21,"jul",87,1,-1,0,"unknown","no"
"Youth","housemaid","married","secondary","no",13,"yes","no","cellular",7,"may",132,2,293,1,"unknown","no"
"Workforce","management","married","tertiary","no",0,"no","no","cellular",6,"aug",341,2,-1,0,"unknown","no"
"Workforce","unemployed","married","primary","no",0,"no","no","cellular",21,"nov",213,2,-1,0,"unknown","no"
"Youth","blue-collar","single","unknown","no",89,"yes","no","unknown",20,"may",139,5,-1,0,"unknown","no"
"Youth","blue-collar","married","primary","no",208,"yes","no","cellular",16,"jul",284,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",413,"no","no","cellular",16,"oct",138,2,-1,0,"unknown","no"
"Youth","admin.","single","tertiary","no",725,"no","no","cellular",27,"aug",53,4,-1,0,"unknown","no"
"Youth","blue-collar","married","primary","no",2,"yes","yes","unknown",12,"may",409,2,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",244,"yes","no","cellular",11,"may",155,2,173,1,"failure","no"
"Workforce","management","married","tertiary","no",871,"no","no","cellular",18,"nov",170,1,-1,0,"unknown","no"
"Workforce","management","married","tertiary","no",740,"no","no","cellular",25,"aug",57,3,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",804,"no","no","cellular",28,"jan",146,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",1127,"yes","yes","cellular",17,"apr",162,2,281,1,"failure","no"
"Youth","blue-collar","married","tertiary","no",143,"yes","yes","cellular",18,"may",90,1,-1,0,"unknown","no"
"Workforce","technician","single","secondary","no",806,"yes","no","unknown",29,"may",77,1,-1,0,"unknown","no"
"Workforce","admin.","divorced","secondary","no",221,"yes","no","unknown",13,"may",154,2,-1,0,"unknown","no"
"Youth","student","single","tertiary","no",311,"no","no","cellular",28,"jul",462,1,148,4,"success","yes"
"Youth","entrepreneur","married","secondary","no",452,"yes","no","unknown",27,"may",347,1,-1,0,"unknown","no"
"Workforce","blue-collar","married","secondary","no",20,"no","no","cellular",19,"aug",106,7,-1,0,"unknown","no"
"Youth","management","married","tertiary","no",1109,"yes","no","cellular",21,"jul",833,5,-1,0,"unknown","no"
"Youth","management","single","tertiary","no",5359,"no","no","cellular",19,"aug",145,1,84,2,"success","yes"
